Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,12.50 MG,60.5,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,12.50 MG,60.5,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,12.50 MG,60.5,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,ML ENFANT,60.5,CLAVULIN,,ML ENFANT,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,ML ENFANT,60.5,CLAVULIN,,ML ENFANT,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,ML ENFANT,60.5,CLAVULIN,,ML ENFANT,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML ENFANT,ML ENFANT,60.5,CLAVULIN,,ML ENFANT,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",60 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,100.0 MG,36.6,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,100.0 MG,36.6,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,100.0 MG,36.6,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,100.0 MG,36.6,CLAVULIN,100.0,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,12.50 MG,36.6,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,12.50 MG,36.6,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,12.50 MG,36.6,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,12.50 MG,36.6,CLAVULIN,12.5,MG,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,ML Nourrisson,36.6,CLAVULIN,,ML Nourrisson,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,ML Nourrisson,36.6,CLAVULIN,,ML Nourrisson,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Amoxicillin,Penicillin with betalactams inhibitor,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,ML Nourrisson,36.6,CLAVULIN,,ML Nourrisson,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Antibiotic,,
CLAVULIN 100 MG / 12.5 MG / ML Nourrisson,ML Nourrisson,36.6,CLAVULIN,,ML Nourrisson,Syrup powder,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",30 ml bottle,Clavulanic acid,Penicillin with betalactams inhibitor,,
CLAVULIN 500 MG / 62.50 MG ENFANTS,500.0 MG,74.6,CLAVULIN,500.0,MG,Bag,"The Association Amoxicillin | Clavulanic acid is indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community tire, - cystitis, - Pyelonephritis, - Mous, in particular cellulite, animal bites, severe dental abscesses with the propagation of cellulite, - infections of bones and joints, in particular osteomyelitis.",Box of 12,Amoxicillin,Antibiotic,,
